"0.95","0.950000000000001","24","integer(0)","c(1, 4, 5, 8, 10, 12, 15, 19, 24, 25, 26, 29, 34, 44, 47, 54, 55, 59, 65, 72, 80, 86, 90, 96)","0.95","1","65","integer(0)","c(1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39, 40, 41, 44, 46, 47, 48, 49, 53, 54, 55, 58, 59, 61, 62, 64, 65, 68, 69, 71, 72, 74, 75, 76, 78, 80, 81, 85, 86, 89, 90, 93, 96, 97)"
"0.9","0.900000000000001","12","integer(0)","c(1, 4, 5, 12, 15, 26, 47, 54, 55, 80, 90, 96)","0.9","0.94","64","1","c(1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39, 40, 41, 44, 46, 47, 48, 49, 53, 54, 55, 58, 59, 61, 62, 64, 65, 68, 69, 71, 72, 74, 75, 76, 78, 80, 81, 85, 86, 89, 90, 93, 96, 97)"
"0.8","0.806000000000001","7","integer(0)","c(1, 4, 5, 12, 15, 80, 96)","0.8","0.844","63","c(1, 5)","c(1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39, 40, 41, 44, 46, 47, 48, 49, 53, 54, 55, 58, 59, 61, 62, 64, 65, 68, 69, 71, 72, 74, 75, 76, 78, 80, 81, 85, 86, 89, 90, 93, 96, 97)"
"0.7","0.734000000000001","4","integer(0)","c(1, 4, 5, 80)","0.7","0.706","62","c(1, 5, 80)","c(1, 2, 3, 4, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 39, 40, 41, 44, 46, 47, 48, 49, 53, 54, 55, 58, 59, 61, 62, 64, 65, 68, 69, 71, 72, 74, 75, 76, 78, 80, 81, 85, 86, 89, 90, 93, 96, 97)"
