1,0,"lasso",18,50,500,-0.122108189521955,-0.3078847797693,-60.3396473143456,0.910685072892206,1e-04,1,TRUE,200
1,0,"scad",18,50,500,-1.39527191200365,-1.74296930505862,-19.9485666239701,0.392583703251946,1e-04,1,TRUE,200
1,0,"adlasso",18,50,500,-1.52966713549945,-1.56064774826467,-1.98511245088267,0.522574801780385,1e-04,1,TRUE,200
1,0,"lasso",31,100,500,-0.167807603466798,-0.407968238326283,-58.8674833719312,0.906500825885763,1e-04,1,TRUE,200
1,0,"scad",31,100,500,-2.13527324238073,-2.20727491318972,-3.2620164519942,0.309291485574528,1e-04,1,TRUE,200
1,0,"adlasso",31,100,500,-2.50039083827892,-2.30258509299405,8.59059436659802,0.494996435308478,1e-04,1,TRUE,200
1,0,"lasso",53,200,500,-0.261031225502443,-0.502526820951296,-48.0562599607511,0.720050759090858,1e-04,1,TRUE,200
1,0,"scad",53,200,500,-2.6615804981169,-2.40794560865187,10.5332482824241,0.268850323400279,1e-04,1,TRUE,200
1,0,"adlasso",53,200,500,-4.41971747002874,-3.68887945411394,19.8119245967703,0.451898702491516,1e-04,1,TRUE,200
1,0,"lasso",105,500,500,-0.400538904421813,-0.63487827243597,-36.9109131920704,0.664449119226321,1e-04,1,TRUE,200
1,0,"scad",105,500,500,-3.47241586456606,-3.68887945411394,-5.86800388140816,0.165147567107308,1e-04,1,TRUE,200
1,0,"adlasso",105,500,500,-7.64335231736519,-5.29831736654804,44.2599940430709,0.270016665130135,1e-04,1,TRUE,200
