1,0,"lasso",53,200,500,80,1,11.235,1,"MCB",53,200,500,80,0.995,37.11,1,TRUE,200
1,0,"lasso",53,200,500,70,1,8.55,1,"MCB",53,200,500,70,1,30.185,1,TRUE,200
1,0,"lasso",53,200,500,60,1,6.445,1,"MCB",53,200,500,60,1,22.495,1,TRUE,200
1,0,"lasso",53,200,500,50,0.995,5.085,1,"MCB",53,200,500,50,1,13.65,1,TRUE,200
1,0,"lasso",53,200,500,40,1,3.855,1,"MCB",53,200,500,40,1,4.795,1,TRUE,200
1,0,"lasso",53,200,500,30,0.97,2.655,1,"MCB",53,200,500,30,0.99,1.315,1,TRUE,200
1,0,"scad",53,200,500,95,1,1.66,1,"MCB",53,200,500,95,1,5.21,1,TRUE,200
1,0,"scad",53,200,500,90,1,0.63,1,"MCB",53,200,500,90,1,2.01,1,TRUE,200
1,0,"scad",53,200,500,80,1,0.385,1,"MCB",53,200,500,80,1,0.5,1,TRUE,200
1,0,"scad",53,200,500,70,0.995,0.265,1,"MCB",53,200,500,70,1,0.14,1,TRUE,200
1,0,"scad",53,200,500,60,0.925,0.17,1,"MCB",53,200,500,60,1,0.11,1,TRUE,200
1,0,"scad",53,200,500,50,0.91,0.115,1,"MCB",53,200,500,50,0.99,0.065,1,TRUE,200
1,0,"scad",53,200,500,40,0.91,0.085,1,"MCB",53,200,500,40,0.97,0.01,1,TRUE,200
1,0,"scad",53,200,500,30,0.91,0.055,1,"MCB",53,200,500,30,0.97,0.005,1,TRUE,200
1,0,"adlasso",53,200,500,95,1,0.9,1,"MCB",53,200,500,95,1,2.68,1,TRUE,200
1,0,"adlasso",53,200,500,90,1,0.69,1,"MCB",53,200,500,90,1,0.79,1,TRUE,200
1,0,"adlasso",53,200,500,80,0.985,0.545,1,"MCB",53,200,500,80,1,0.1,1,TRUE,200
1,0,"adlasso",53,200,500,70,0.985,0.525,1,"MCB",53,200,500,70,1,0.04,1,TRUE,200
1,0,"adlasso",53,200,500,60,0.995,0.195,1,"MCB",53,200,500,60,0.995,0.035,1,TRUE,200
1,0,"adlasso",53,200,500,50,0.995,0.105,1,"MCB",53,200,500,50,0.995,0.03,1,TRUE,200
1,0,"adlasso",53,200,500,40,0.99,0.065,1,"MCB",53,200,500,40,0.99,0.015,1,TRUE,200
1,0,"adlasso",53,200,500,30,0.975,0.035,1,"MCB",53,200,500,30,0.99,0.005,1,TRUE,200
1,0,"lasso",105,500,500,95,1,25.655,1,"MCB",105,500,500,95,1,87.01,1,TRUE,200
1,0,"lasso",105,500,500,90,1,17.25,1,"MCB",105,500,500,90,1,77.36,1,TRUE,200
1,0,"lasso",105,500,500,80,1,10.65,1,"MCB",105,500,500,80,1,59.825,1,TRUE,200
1,0,"lasso",105,500,500,70,1,7.4,1,"MCB",105,500,500,70,1,42.775,1,TRUE,200
1,0,"lasso",105,500,500,60,1,5.55,1,"MCB",105,500,500,60,1,24.905,1,TRUE,200
1,0,"lasso",105,500,500,50,1,4.115,1,"MCB",105,500,500,50,1,7.725,1,TRUE,200
1,0,"lasso",105,500,500,40,0.975,2.81,1,"MCB",105,500,500,40,1,1.825,1,TRUE,200
1,0,"lasso",105,500,500,30,0.9,1.98,1,"MCB",105,500,500,30,0.95,0.87,1,TRUE,200
1,0,"scad",105,500,500,95,1,0.515,1,"MCB",105,500,500,95,1,0.92,1,TRUE,200
1,0,"scad",105,500,500,90,1,0.305,1,"MCB",105,500,500,90,1,0.415,1,TRUE,200
1,0,"scad",105,500,500,80,1,0.155,1,"MCB",105,500,500,80,1,0.08,1,TRUE,200
1,0,"scad",105,500,500,70,0.985,0.105,1,"MCB",105,500,500,70,1,0.04,1,TRUE,200
1,0,"scad",105,500,500,60,0.975,0.07,1,"MCB",105,500,500,60,1,0.04,1,TRUE,200
1,0,"scad",105,500,500,50,0.975,0.055,1,"MCB",105,500,500,50,1,0.025,1,TRUE,200
1,0,"scad",105,500,500,40,0.975,0.045,1,"MCB",105,500,500,40,0.995,0.01,1,TRUE,200
1,0,"scad",105,500,500,30,0.975,0.025,1,"MCB",105,500,500,30,0.995,0.005,1,TRUE,200
1,0,"adlasso",105,500,500,95,1,0.16,1,"MCB",105,500,500,95,1,0.22,1,TRUE,200
1,0,"adlasso",105,500,500,90,0.995,0.15,1,"MCB",105,500,500,90,1,0.08,1,TRUE,200
1,0,"adlasso",105,500,500,80,0.995,0.145,1,"MCB",105,500,500,80,1,0.01,1,TRUE,200
1,0,"adlasso",105,500,500,70,0.995,0.145,1,"MCB",105,500,500,70,1,0.01,1,TRUE,200
1,0,"adlasso",105,500,500,60,0.995,0.145,1,"MCB",105,500,500,60,1,0.005,1,TRUE,200
1,0,"adlasso",105,500,500,50,1,0.045,1,"MCB",105,500,500,50,1,0.005,1,TRUE,200
1,0,"adlasso",105,500,500,40,0.995,0.015,1,"MCB",105,500,500,40,1,0,1,TRUE,200
1,0,"adlasso",105,500,500,30,0.995,0.01,1,"MCB",105,500,500,30,1,0,1,TRUE,200
